
8.615, 46.632, 62.936, 72.696, 89.850, 90.178, 80.369, 80.768, 80.772, 89.693, 
9.065, 37.322, 90.477, 77.774, 91.449, 91.557, 91.250, 92.056, 91.719, 91.599, 
14.696, 47.945, 41.907, 89.899, 85.735, 87.830, 79.778, 79.666, 76.210, 70.627, 
8.584, 33.212, 72.822, 87.482, 87.610, 87.499, 87.695, 87.385, 87.477, 87.521, 
6.199, 8.324, 16.195, 19.752, 47.910, 74.828, 87.630, 87.642, 87.468, 87.442, 
15.227, 26.692, 62.077, 79.635, 88.263, 89.200, 91.471, 91.655, 91.718, 91.180, 
15.841, 32.120, 42.214, 59.589, 90.127, 90.091, 90.022, 90.118, 90.052, 90.016, 
16.720, 53.081, 51.757, 85.288, 90.451, 91.187, 90.860, 91.345, 91.319, 91.105, 
3.773, 16.800, 41.953, 36.142, 88.578, 91.513, 86.891, 91.667, 79.146, 91.330, 
7.163, 38.374, 54.878, 76.476, 89.988, 85.334, 85.577, 90.173, 89.927, 89.983, 
