
90.025, 90.325, 90.505, 90.565, 90.565, 90.882, 90.505, 90.859, 90.817, 90.265, 
89.216, 91.128, 92.152, 92.844, 93.192, 93.442, 93.682, 93.262, 93.334, 93.622, 
91.368, 92.494, 92.713, 92.395, 93.843, 92.636, 92.695, 92.649, 92.560, 92.520, 
91.440, 88.804, 88.589, 88.589, 88.589, 88.589, 88.589, 88.409, 88.589, 88.589, 
92.099, 89.451, 88.517, 88.881, 88.589, 88.589, 88.709, 88.589, 88.589, 88.589, 
89.725, 91.428, 91.008, 91.488, 91.734, 94.300, 93.139, 94.410, 94.449, 94.756, 
91.008, 90.205, 90.325, 91.447, 90.565, 90.565, 90.325, 90.565, 90.565, 90.505, 
88.409, 93.088, 91.576, 91.548, 92.716, 92.341, 93.319, 92.692, 92.594, 91.858, 
91.428, 91.107, 92.831, 91.368, 91.488, 92.904, 93.085, 94.470, 93.911, 94.350, 
89.905, 91.923, 91.739, 90.565, 90.565, 90.395, 91.934, 91.464, 90.325, 90.325, 
