
1.117, 10.468, 17.597, -0.118, -1.164, 0.828, 1.265, 1.268, 1.649, 1.901, 
10.434, 19.303, -0.424, 8.074, 12.467, 22.321, 36.575, 43.917, 72.938, 82.321, 
7.973, 46.094, 73.893, 79.417, 73.128, 87.932, 91.171, 91.179, 91.278, 91.375, 
31.480, 14.996, 55.511, 80.237, 83.063, 91.373, 87.486, 90.390, 91.315, 91.627, 
11.419, 27.530, 56.265, 80.749, 84.410, 91.392, 91.009, 91.083, 91.091, 90.438, 
9.472, 38.912, 50.564, 59.614, 76.891, 90.004, 90.010, 90.025, 90.076, 90.085, 
13.447, 25.243, 72.951, 82.530, 90.118, 90.028, 90.061, 90.040, 89.998, 90.082, 
16.300, 18.672, 23.188, 77.806, 81.215, 87.441, 91.401, 91.295, 91.222, 91.296, 
4.062, 19.673, 41.171, 45.845, 62.127, 81.338, 86.367, 91.174, 91.275, 87.245, 
8.077, 45.617, 38.321, 74.578, 83.438, 87.795, 81.511, 91.242, 91.137, 91.290, 
