
15.872, 56.372, 2.132, 2.072, 2.852, 2.792, 2.672, 2.192, 2.072, 2.252, 
90.145, 91.548, 91.068, 90.505, 90.565, 90.565, 90.385, 90.565, 90.565, 90.505, 
88.769, 89.965, 91.428, 91.248, 91.428, 88.949, 88.409, 88.589, 89.331, 88.589, 
91.428, 91.308, 91.004, 93.308, 91.675, 93.622, 93.439, 91.548, 91.548, 91.548, 
89.905, 89.973, 90.325, 90.205, 91.909, 90.385, 92.887, 90.505, 90.565, 90.565, 
90.502, 89.725, 90.322, 90.025, 90.251, 90.265, 90.325, 90.765, 90.869, 91.422, 
90.565, 90.565, 90.565, 90.585, 90.565, 90.325, 90.753, 90.565, 90.505, 90.385, 
48.060, 90.969, 31.232, 91.651, 93.069, 89.553, 88.616, 89.339, 88.589, 88.589, 
89.965, 90.948, 91.428, 93.273, 91.548, 91.834, 91.548, 91.548, 92.172, 91.488, 
88.169, 89.965, 91.428, 91.548, 92.569, 92.392, 92.438, 92.329, 91.548, 91.548, 
