
16.031, 19.375, 21.113, 34.049, 32.857, 43.175, 64.405, 62.299, 63.839, 69.266, 
12.438, 24.155, 81.138, 74.125, 81.210, 41.421, 61.889, 78.228, 72.236, 87.103, 
3.021, 19.762, 50.244, 56.694, 38.111, 58.900, 62.994, 63.247, 59.164, 60.906, 
2.052, 19.153, 8.623, 26.632, 57.748, 63.912, 62.584, 73.289, 37.155, 69.495, 
5.920, 9.337, 12.885, 31.180, 69.194, 73.983, 69.742, 68.729, 72.661, 74.128, 
12.438, 14.695, 36.710, 62.250, 72.687, 53.470, 55.218, 66.722, 45.092, 69.890, 
1.775, 5.813, 1.843, -0.145, 0.139, 1.652, 5.230, 17.471, 4.996, 15.328, 
3.976, 8.280, 17.793, 29.524, 42.077, 50.094, 34.861, 24.190, 61.230, 58.872, 
17.453, 21.056, 56.756, 54.368, 57.539, 74.378, 35.473, 53.098, 46.781, 58.680, 
1.656, -1.445, 4.878, 15.066, 47.514, 50.761, 59.492, 58.387, 62.670, 73.725, 
