
13.010, 13.010, 83.382, 30.682, 21.536, 13.010, 13.023, 13.188, 13.010, 13.010, 
-4.615, -4.625, -4.625, 39.667, 13.010, 13.010, 13.010, 38.967, 21.702, 13.023, 
11.991, 12.882, 13.164, 12.906, 30.545, 21.579, 30.629, 13.010, 13.010, 38.456, 
13.010, 30.830, 30.620, 39.549, 13.010, 13.010, 13.010, 30.743, 30.611, 48.310, 
13.010, 21.900, 29.948, 57.198, 13.010, 13.010, 13.010, 13.010, 13.010, 13.010, 
13.010, 13.010, 13.010, 13.010, 13.010, 13.010, 13.010, 13.010, 13.023, 13.010, 
-4.625, 3.677, 20.893, 38.854, 3.362, 13.080, 30.780, 39.662, 48.511, 30.405, 
21.780, 29.262, 39.558, 13.010, 21.802, 13.010, 13.010, 21.764, 13.010, 48.405, 
30.455, 21.413, 13.023, 13.010, 48.479, 39.702, 66.162, 39.491, 66.300, 65.190, 
21.791, 21.528, 21.511, 21.692, 39.417, 48.553, 21.519, 21.717, 13.102, 13.010, 
