
89.476, 92.380, 92.512, 92.576, 92.583, 92.583, 92.583, 92.583, 92.583, 92.583, 
91.772, 92.047, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 92.137, 
85.624, 90.796, 92.364, 92.364, 92.927, 91.210, 93.196, 93.396, 93.196, 92.927, 
48.204, 84.932, 91.772, 91.772, 91.879, 91.772, 91.937, 92.491, 91.847, 91.847, 
91.772, 91.772, 91.772, 91.630, 89.937, 89.937, 91.119, 89.937, 89.937, 89.937, 
91.991, 88.813, 92.494, 88.424, 88.424, 88.424, 88.618, 89.937, 90.337, 90.337, 
87.727, 92.232, 87.727, 87.727, 87.727, 87.727, 87.743, 87.727, 87.727, 87.727, 
88.647, 91.772, 91.843, 91.839, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 
91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 91.772, 
90.927, 87.727, 88.424, 91.776, 90.137, 89.925, 89.410, 89.410, 91.176, 91.370, 
