
14.378, 21.120, 43.654, 76.988, 83.461, 92.179, 91.799, 91.332, 91.667, 91.976, 
16.606, 43.717, 79.104, 84.191, 84.716, 90.495, 90.919, 90.473, 90.945, 87.056, 
3.785, 23.436, 50.696, 66.875, 73.979, 61.551, 76.162, 80.756, 87.052, 86.000, 
-0.824, 5.541, 15.067, 30.464, 63.883, 62.832, 90.056, 89.647, 87.869, 91.575, 
9.200, 36.087, 58.987, 85.357, 87.740, 85.833, 89.157, 88.879, 89.751, 89.401, 
11.527, 23.842, 40.557, 49.178, 84.928, 87.866, 82.629, 82.935, 83.520, 80.209, 
6.285, 34.845, 72.309, 85.761, 82.451, 86.664, 87.728, 87.727, 87.727, 87.727, 
7.525, 15.356, 42.603, 75.626, 81.024, 91.772, 91.772, 91.771, 91.772, 91.772, 
5.439, 21.374, 37.589, 80.739, 84.789, 89.144, 91.772, 91.772, 91.772, 91.772, 
19.192, 30.727, 41.189, 55.465, 71.106, 65.920, 60.015, 74.472, 62.870, 79.492, 
