
-0.062, -4.838, -4.393, -3.951, -3.006, -1.658, 3.753, 2.374, 5.550, 9.600, 
-0.727, 1.637, 12.257, 23.137, 29.720, 38.615, 50.608, 55.195, 46.770, 49.367, 
4.933, -0.501, 1.460, 7.812, 17.257, 22.203, 23.103, 19.952, 19.052, 24.453, 
1.652, 6.008, 13.202, 7.909, 6.234, 2.107, 3.708, 1.478, 3.711, 3.303, 
1.860, 13.035, 23.722, 30.735, 50.037, 49.626, 46.444, 49.169, 53.225, 38.880, 
-2.678, -2.172, -0.044, 13.499, 32.173, 45.157, 46.402, 56.461, 48.528, 37.822, 
-3.631, -1.768, -3.618, 0.758, 15.196, 20.839, 33.395, 37.551, 44.434, 50.484, 
-3.767, -4.455, -0.850, -1.867, -1.309, -2.576, 7.312, 12.717, 15.937, 23.591, 
1.323, -2.297, 0.574, 4.466, 8.596, 45.701, 48.029, 51.373, 39.257, 53.676, 
0.864, 10.258, 34.988, 38.217, 47.175, 44.785, 54.738, 46.549, 52.949, 64.010, 
