
66.162, 3.330, 3.753, 3.753, 3.753, 3.753, 3.753, 21.753, 21.753, 21.753, 
66.100, 30.229, 30.602, 57.327, 57.732, 57.602, 57.732, 57.732, 57.732, 57.732, 
66.273, 57.732, 21.753, 21.785, 21.753, 48.753, 48.753, 30.753, 30.753, 48.753, 
57.162, 66.065, 57.276, 57.162, 66.171, 3.753, 3.753, 3.753, 3.753, 3.753, 
66.108, 66.712, 66.216, 57.195, 57.602, 57.270, 57.296, 57.602, 57.296, 57.296, 
21.753, 30.198, 57.232, 57.702, 66.602, 59.092, 57.602, 57.732, 57.753, 57.732, 
11.824, 12.791, 3.753, 21.753, 66.095, 66.171, 75.257, 75.055, 87.100, 66.263, 
11.640, 12.078, 39.753, 21.802, 30.791, 12.791, 39.791, 39.791, 39.791, 39.791, 
57.162, 57.225, 57.732, 57.162, 57.732, 57.732, 57.732, 57.732, 57.732, 57.732, 
57.162, 57.753, 94.023, 75.748, 75.162, 75.602, 75.602, 75.162, 86.717, 84.500, 
