
20.504, 36.719, 74.388, 69.133, 75.458, 78.734, 88.505, 88.427, 90.398, 89.740, 
4.724, 19.608, 18.507, 50.593, 77.406, 73.650, 66.329, 84.229, 88.411, 91.318, 
3.174, 5.670, 26.779, 72.950, 61.838, 77.677, 69.213, 74.942, 80.256, 88.087, 
9.315, 27.621, 41.043, 48.077, 72.103, 70.782, 62.706, 85.989, 88.435, 89.620, 
13.382, 19.494, 75.559, 83.186, 83.160, 79.498, 80.137, 89.850, 91.065, 88.562, 
15.206, 16.693, 49.470, 89.587, 87.795, 90.039, 90.945, 91.772, 91.248, 91.612, 
6.648, 14.563, 58.230, 81.244, 85.046, 71.493, 83.909, 88.479, 91.329, 91.418, 
15.645, 63.271, 63.450, 74.117, 90.667, 91.480, 89.302, 91.581, 89.114, 91.351, 
11.287, 32.098, 61.285, 77.376, 79.282, 83.664, 77.627, 85.643, 90.021, 89.809, 
-2.574, 7.746, 24.011, 70.602, 78.610, 87.152, 87.764, 88.245, 88.286, 87.937, 
