
-1.910, 0.730, 1.504, 2.380, 2.853, 3.753, 3.753, 3.753, 3.753, 3.753, 
0.333, 6.382, 7.543, 10.817, 15.419, 21.753, 21.752, 21.752, 21.752, 21.752, 
-1.866, 9.220, 5.812, 13.666, 10.397, 12.791, 10.967, 10.943, 11.891, 12.791, 
0.383, 4.973, 20.472, 13.885, 18.855, 27.374, 50.892, 55.391, 50.420, 57.180, 
-0.842, 0.961, 11.785, 12.553, 19.896, 21.753, 21.753, 21.753, 21.305, 19.484, 
-1.792, -1.256, 13.882, 54.012, 57.162, 57.162, 57.162, 52.662, 57.162, 57.135, 
-1.790, 1.225, 12.666, 14.553, 19.053, 18.153, 19.053, 19.053, 20.403, 20.853, 
-3.169, 1.425, -1.257, 1.500, 1.051, 2.402, 2.853, 3.753, 2.852, 3.753, 
-1.273, -2.681, -3.944, -2.102, 2.824, 15.975, 15.359, 15.501, 13.646, 11.386, 
-4.005, -3.894, -3.064, 2.354, 12.185, 30.539, 54.222, 61.564, 63.182, 66.843, 
