
12.791, 12.791, 3.753, 3.753, 3.753, 3.753, 3.753, 3.753, 3.753, 3.753, 
30.791, 57.602, 29.620, 21.753, 21.753, 21.753, 21.753, 21.753, 21.753, 21.753, 
21.791, 66.286, 21.707, 30.300, 12.791, 12.791, 12.791, 12.791, 12.791, 12.791, 
57.235, 57.052, 62.692, 66.162, 57.162, 66.162, 57.162, 57.168, 57.241, 66.286, 
30.316, 21.753, 21.753, 21.758, 21.753, 21.753, 21.753, 21.753, 21.753, 21.753, 
57.162, 57.162, 57.162, 57.162, 57.162, 57.162, 57.162, 57.162, 57.162, 57.162, 
21.753, 29.618, 30.753, 21.753, 21.753, 21.753, 30.753, 21.753, 21.753, 21.753, 
21.753, 21.753, 21.753, 3.753, 3.753, 3.753, 3.753, 3.753, 3.753, 3.753, 
21.753, 21.753, 12.802, 12.802, 30.802, 48.717, 30.802, 31.102, 30.976, 30.802, 
3.802, 3.802, 12.780, 21.753, 57.229, 66.225, 75.602, 87.057, 75.602, 75.602, 
